grid_id,district_name,edge_cell,intersect_area_m2,valid_area_km2,pet_service_exposure_500m,pet_service_exposure_1000m,nearest_pet_service_m,a_medical_exposure_500m,a_retail_exposure_500m,a_grooming_exposure_500m,a_boarding_exposure_500m,a_training_exposure_500m,pet_service_count_2025,pet_service_weight_sum_2025,pet_medical_count_2025,pet_retail_count_2025,pet_grooming_count_2025,pet_boarding_count_2025,pet_training_count_2025,pet_service_density_2025_per_km2,pet_service_diversity_entropy_2025,explicit_rule_count,positive_rule_count,restrictive_rule_count,mean_access_semantic_score,pet_service_high,rule_seed_present,pet_rule_ecology_class
SZ500_0032_0060,宝安区,no,250000.0,0.25,0.13303915764452698,0.13303915764452698,459.4968124949147,0.0,0.13303915764452698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0061,宝安区,no,250000.0,0.25,0.0,0.05370948360983581,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0062,宝安区,no,250000.0,0.25,0.0,0.039089316336196035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0063,宝安区,no,250000.0,0.25,0.0,0.03914808418584328,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0064,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0065,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0066,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0067,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0068,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0069,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0070,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0071,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0072,光明区,no,250000.0,0.25,0.0,0.038160625722790296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0073,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0074,光明区,no,250000.0,0.25,0.0,0.03463115496332863,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0075,光明区,no,250000.0,0.25,0.0,0.09298418454089369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0076,光明区,no,250000.0,0.25,0.1736144802765498,0.21547395815747108,392.7090250702283,0.0,0.1736144802765498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0077,光明区,no,250000.0,0.25,0.6332514784312289,0.6332514784312289,136.98360293202035,0.0,0.6332514784312289,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0032_0078,光明区,no,250000.0,0.25,0.0,0.07793920344573094,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0079,光明区,no,250000.0,0.25,0.0,0.03839046480772432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0080,光明区,no,250000.0,0.25,0.0,0.13414884505050131,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0081,光明区,no,250000.0,0.25,0.0,0.2316482182515271,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0082,光明区,no,250000.0,0.25,0.15059635577302632,0.23114258928514772,427.4864305600265,0.0,0.15059635577302632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0083,光明区,no,250000.0,0.25,0.0,0.14307780139497747,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0084,光明区,no,250000.0,0.25,0.0,0.3294893676384724,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0085,光明区,no,250000.0,0.25,0.33857072695768375,0.8628263743277362,260.9237836670684,0.0,0.0,0.0,0.0,0.33857072695768375,1.0,1.05,0.0,0.0,0.0,0.0,1.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0032_0086,光明区,no,250000.0,0.25,0.23335558122021025,0.8056153771708314,336.72852503812396,0.0,0.0,0.0,0.0,0.23335558122021025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0087,光明区,no,250000.0,0.25,0.15485894298406883,0.47484510904721505,420.50286581131314,0.0,0.15485894298406883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0088,光明区,no,250000.0,0.25,0.0,0.1632016342741362,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0089,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0090,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0091,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0092,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0093,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0094,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0095,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0096,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0097,光明区,no,133274.509,0.13327450899999999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0098,宝安区,yes,1367.958,0.001367958,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0032_0099,宝安区,yes,84744.097,0.08474409699999999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0013,南山区,no,159042.293,0.159042293,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0014,南山区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0015,南山区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0016,南山区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0017,南山区,no,250000.0,0.25,0.0,0.09833256038509783,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0018,南山区,no,250000.0,0.25,0.5881258636497841,0.5881258636497841,150.63282689321977,0.0,0.5881258636497841,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0033_0019,南山区,no,250000.0,0.25,0.11543132163243607,0.14773972297173465,498.2834350714286,0.0,0.11543132163243607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0020,南山区,no,250000.0,0.25,0.11838121560102095,0.5754736772392613,491.21489233129574,0.0,0.11838121560102095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0021,南山区,no,250000.0,0.25,2.570929480757969,2.8811060918951363,110.22253161585455,0.8651465794062141,1.7057829013517545,0.0,0.0,0.0,4.0,4.3,2.0,2.0,0.0,0.0,0.0,16.0,0.43067655807339306,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0022,南山区,no,250000.0,0.25,1.5951548934876143,1.9428359953845256,226.31320111937302,0.8580006154159233,0.7371542780716909,0.0,0.0,0.0,2.0,2.15,1.0,1.0,0.0,0.0,0.0,8.0,0.43067655807339306,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0023,南山区,no,250000.0,0.25,0.0,0.44132382499592343,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0024,南山区,no,250000.0,0.25,0.0,0.12709935481963153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0025,南山区,no,250000.0,0.25,0.0,0.2083031798603951,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0026,南山区,no,250000.0,0.25,0.14001514428901748,0.4124550963255506,446.09812788151635,0.0,0.14001514428901748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0027,南山区,no,250000.0,0.25,1.4237085844172817,1.9308375247953855,58.226921468401976,0.0,1.4237085844172817,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0028,南山区,no,250000.0,0.25,2.395123346338427,2.8309756513606015,125.97382780803551,0.0,2.395123346338427,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0029,南山区,no,250000.0,0.25,1.1356045841652727,1.8374155729355688,279.2120071553028,0.656388413571174,0.4792161705940987,0.0,0.0,0.0,1.0,1.15,1.0,0.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0033_0030,南山区,no,250000.0,0.25,1.940781031554963,2.5634998931277613,277.87519940095024,1.31621401303256,0.624567018522403,0.0,0.0,0.0,2.0,2.15,1.0,1.0,0.0,0.0,0.0,8.0,0.43067655807339306,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0031,南山区,no,250000.0,0.25,2.821519376841231,3.506271396773067,202.53932512879032,1.2730679513415755,2.0559275165319217,0.0,0.0,0.0,3.0,3.3,2.0,2.0,0.0,0.0,0.0,12.0,0.43067655807339306,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0032,南山区,no,250000.0,0.25,2.2086918434785696,3.0651639204997982,207.25588457652663,0.5644533812198479,1.9266164635716447,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0033,南山区,no,250000.0,0.25,1.4491077442281761,2.4885444423609187,91.87869439417705,0.0,1.4491077442281761,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0034,南山区,no,250000.0,0.25,0.7507332822027026,1.3627260221574564,276.0674614501856,0.0,0.7507332822027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0035,南山区,no,250000.0,0.25,0.0,0.4509473317566576,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0036,宝安区,no,250000.0,0.25,0.0,0.13594118556175255,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0037,宝安区,no,250000.0,0.25,0.2523731711776879,0.47736763563839646,339.46798690621847,0.2523731711776879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8,False,True,low_pet_ecology_rule_silent
SZ500_0033_0038,宝安区,no,250000.0,0.25,0.46186030938072176,0.6930364175046275,277.18357557765006,0.34111278429715586,0.12074752508356593,0.0,0.0,0.0,1.0,1.15,1.0,0.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0033_0039,宝安区,no,250000.0,0.25,0.5783658896363627,0.9702837989174007,153.68767422553447,0.0,0.5783658896363627,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0033_0040,宝安区,no,250000.0,0.25,1.3339189477565647,1.6735145540743528,149.1768631033214,0.6817466178179705,0.6521723299385942,0.0,0.0,0.0,2.0,2.15,1.0,1.0,0.0,0.0,0.0,8.0,0.43067655807339306,0.0,0.0,0.0,0.0,True,False,high_pet_ecology_rule_silent
SZ500_0033_0041,宝安区,no,250000.0,0.25,0.6057967698462028,0.9842119905284861,326.6476099488639,0.22226250433638295,0.3835342655098198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0042,宝安区,no,250000.0,0.25,0.4090826627105805,0.682739935745764,333.298763710538,0.0,0.4090826627105805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0043,宝安区,no,250000.0,0.25,0.1339482631359269,0.3993042795760524,457.6946967020892,0.0,0.1339482631359269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0044,宝安区,no,250000.0,0.25,0.16694344569503558,0.20794821663031987,402.09165643706507,0.0,0.16694344569503558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0045,宝安区,no,250000.0,0.25,0.0,0.05013377013128772,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0046,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0047,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0048,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0049,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0050,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0051,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0052,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0053,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0054,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0055,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0056,宝安区,no,250000.0,0.25,0.0,0.038173404210860976,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0057,宝安区,no,250000.0,0.25,0.0,0.10961799893608987,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0058,宝安区,no,250000.0,0.25,0.18287733232192616,0.22201186664602343,413.9361418017468,0.18287733232192616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0059,宝安区,no,250000.0,0.25,0.17268822500920739,0.23833552312235934,393.9814235846301,0.0,0.17268822500920739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0060,宝安区,no,250000.0,0.25,0.684563039457225,0.684563039457225,122.18617544684022,0.0,0.684563039457225,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,-0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_with_services
SZ500_0033_0061,宝安区,no,250000.0,0.25,0.0,0.12436586175863631,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0062,宝安区,no,250000.0,0.25,0.14560882181312562,0.18517235121417017,436.02063086930275,0.0,0.14560882181312562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0063,宝安区,no,250000.0,0.25,0.14642762953777533,0.23233420262234072,434.59143569997826,0.0,0.14642762953777533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0064,宝安区,no,250000.0,0.25,0.0,0.0799037445230312,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0065,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0066,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0067,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0068,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0069,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0070,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0071,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
SZ500_0033_0072,光明区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent
