grid_id,district_name,edge_cell,intersect_area_m2,boundary_share,valid_area_km2,road_length_m,pedestrian_path_length_m,public_space_area_m2,building_footprint_area_m2,building_count,road_density_m_per_km2,ped_path_density_m_per_km2,public_space_share,building_coverage_share,building_count_per_km2,osm_3d_height_available,osm_3d_levels_available
SZ500_0041_0039,南山区,no,250000.0,1.0,0.25,2457.662,352.847,10959.153,15534.574,11,9830.648,1411.388,0.043837,0.062138,44.0,no,no
SZ500_0041_0040,南山区,no,250000.0,1.0,0.25,3348.479,3148.663,128253.88,22800.143,19,13393.916,12594.652,0.513016,0.091201,76.0,no,no
SZ500_0041_0041,南山区,no,250000.0,1.0,0.25,3676.525,2000.256,102699.134,26829.705,31,14706.1,8001.024,0.410797,0.107319,124.0,no,no
SZ500_0041_0042,南山区,no,250000.0,1.0,0.25,5327.953,1305.853,101870.948,34652.855,28,21311.812,5223.412,0.407484,0.138611,112.0,no,no
SZ500_0041_0043,南山区,no,250000.0,1.0,0.25,5372.366,418.886,4147.438,35740.779,50,21489.464,1675.544,0.01659,0.142963,200.0,no,no
SZ500_0041_0044,南山区,no,250000.0,1.0,0.25,4993.441,1145.619,79017.872,11596.725,28,19973.764,4582.476,0.316071,0.046387,112.0,no,no
SZ500_0041_0045,南山区,no,250000.0,1.0,0.25,91.213,0.0,319252.722,944.582,5,364.852,0.0,1.277011,0.003778,20.0,no,no
SZ500_0041_0046,南山区,no,250000.0,1.0,0.25,0.0,0.0,270825.471,0.0,0,0.0,0.0,1.083302,0.0,0.0,no,no
SZ500_0041_0047,南山区,no,250000.0,1.0,0.25,397.88,0.0,181967.93,0.0,0,1591.52,0.0,0.727872,0.0,0.0,no,no
SZ500_0041_0048,南山区,no,250000.0,1.0,0.25,795.099,0.0,78589.235,0.0,0,3180.396,0.0,0.314357,0.0,0.0,no,no
SZ500_0041_0049,南山区,no,250000.0,1.0,0.25,1121.947,0.0,41022.666,0.0,0,4487.788,0.0,0.164091,0.0,0.0,no,no
SZ500_0041_0050,南山区,no,250000.0,1.0,0.25,554.262,0.0,13608.361,0.0,0,2217.048,0.0,0.054433,0.0,0.0,no,no
SZ500_0041_0051,南山区,no,250000.0,1.0,0.25,38.487,1478.206,24746.983,410.93,2,153.948,5912.824,0.098988,0.001644,8.0,no,no
SZ500_0041_0052,南山区,no,250000.0,1.0,0.25,527.389,41.612,1837.692,212.142,3,2109.556,166.448,0.007351,0.000849,12.0,no,no
SZ500_0041_0053,南山区,no,250000.0,1.0,0.25,838.537,350.11,25222.896,10873.873,8,3354.148,1400.44,0.100892,0.043495,32.0,no,no
SZ500_0041_0054,南山区,no,250000.0,1.0,0.25,1903.835,0.0,99253.288,21094.299,20,7615.34,0.0,0.397013,0.084377,80.0,no,no
SZ500_0041_0055,南山区,no,250000.0,1.0,0.25,1210.201,647.152,200830.006,0.0,0,4840.804,2588.608,0.80332,0.0,0.0,no,no
SZ500_0041_0056,南山区,no,250000.0,1.0,0.25,0.0,567.952,250000.0,0.0,0,0.0,2271.808,1.0,0.0,0.0,no,no
SZ500_0041_0057,南山区,no,250000.0,1.0,0.25,0.0,590.847,250000.0,0.0,0,0.0,2363.388,1.0,0.0,0.0,no,no
SZ500_0041_0058,宝安区,no,250000.0,1.0,0.25,1134.92,1470.223,250000.0,0.0,0,4539.68,5880.892,1.0,0.0,0.0,no,no
SZ500_0041_0059,宝安区,no,250000.0,1.0,0.25,538.16,1736.894,250000.0,0.0,0,2152.64,6947.576,1.0,0.0,0.0,no,no
SZ500_0041_0060,宝安区,no,250000.0,1.0,0.25,0.0,2409.566,250000.0,0.0,0,0.0,9638.264,1.0,0.0,0.0,no,no
SZ500_0041_0061,宝安区,no,250000.0,1.0,0.25,0.0,574.894,250000.0,0.0,0,0.0,2299.576,1.0,0.0,0.0,no,no
SZ500_0041_0062,宝安区,no,250000.0,1.0,0.25,0.0,0.0,106512.829,0.0,0,0.0,0.0,0.426051,0.0,0.0,no,no
SZ500_0041_0063,宝安区,no,250000.0,1.0,0.25,166.393,0.0,155848.755,0.0,0,665.572,0.0,0.623395,0.0,0.0,no,no
SZ500_0041_0064,宝安区,no,250000.0,1.0,0.25,1869.085,0.0,91832.898,2724.138,3,7476.34,0.0,0.367332,0.010897,12.0,no,no
SZ500_0041_0065,宝安区,no,250000.0,1.0,0.25,1408.922,106.288,3212.145,9361.214,84,5635.688,425.152,0.012849,0.037445,336.0,no,no
SZ500_0041_0066,宝安区,no,250000.0,1.0,0.25,3938.38,1607.897,3552.902,19286.3,4,15753.52,6431.588,0.014212,0.077145,16.0,no,no
SZ500_0041_0067,宝安区,no,250000.0,1.0,0.25,1609.549,0.0,0.0,64011.954,10,6438.196,0.0,0.0,0.256048,40.0,no,no
SZ500_0041_0068,宝安区,no,250000.0,1.0,0.25,799.415,0.0,0.0,10990.76,6,3197.66,0.0,0.0,0.043963,24.0,no,no
SZ500_0041_0069,宝安区,no,250000.0,1.0,0.25,1944.096,1223.526,82504.969,3980.754,3,7776.384,4894.104,0.33002,0.015923,12.0,no,no
SZ500_0041_0070,宝安区,no,250000.0,1.0,0.25,877.494,76.59,80787.428,0.0,0,3509.976,306.36,0.32315,0.0,0.0,no,no
SZ500_0041_0071,宝安区,no,250000.0,1.0,0.25,0.0,0.0,117915.325,0.0,0,0.0,0.0,0.471661,0.0,0.0,no,no
SZ500_0041_0072,光明区,no,250000.0,1.0,0.25,1454.432,0.0,249663.549,0.0,0,5817.728,0.0,0.998654,0.0,0.0,no,no
SZ500_0041_0073,光明区,no,250000.0,1.0,0.25,2348.305,0.0,250000.0,0.0,0,9393.22,0.0,1.0,0.0,0.0,no,no
SZ500_0041_0074,光明区,no,250000.0,1.0,0.25,2561.45,0.0,234130.417,174.538,1,10245.8,0.0,0.936522,0.000698,4.0,no,no
SZ500_0041_0075,光明区,no,250000.0,1.0,0.25,3988.452,228.137,46825.954,23601.871,31,15953.808,912.548,0.187304,0.094407,124.0,no,no
SZ500_0041_0076,光明区,no,250000.0,1.0,0.25,3985.387,1238.605,87356.102,16060.562,1,15941.548,4954.42,0.349424,0.064242,4.0,no,no
SZ500_0041_0077,光明区,no,250000.0,1.0,0.25,4360.888,516.795,15814.594,26079.816,18,17443.552,2067.18,0.063258,0.104319,72.0,no,no
SZ500_0041_0078,光明区,no,250000.0,1.0,0.25,2912.904,591.385,375437.503,8398.442,10,11651.616,2365.54,1.50175,0.033594,40.0,no,no
SZ500_0041_0079,光明区,no,250000.0,1.0,0.25,1015.425,1360.359,606977.744,673.333,1,4061.7,5441.436,2.427911,0.002693,4.0,no,no
SZ500_0041_0080,光明区,no,250000.0,1.0,0.25,526.692,363.483,408301.481,0.0,0,2106.768,1453.932,1.633206,0.0,0.0,no,no
SZ500_0041_0081,光明区,no,250000.0,1.0,0.25,1096.88,806.331,157405.83,212.466,1,4387.52,3225.324,0.629623,0.00085,4.0,no,no
SZ500_0041_0082,光明区,no,250000.0,1.0,0.25,2682.099,1058.739,8135.394,6462.032,5,10728.396,4234.956,0.032542,0.025848,20.0,no,no
SZ500_0041_0083,光明区,no,250000.0,1.0,0.25,800.827,49.37,0.0,0.0,0,3203.308,197.48,0.0,0.0,0.0,no,no
SZ500_0041_0084,光明区,no,250000.0,1.0,0.25,260.089,0.0,0.0,0.0,0,1040.356,0.0,0.0,0.0,0.0,no,no
SZ500_0041_0085,光明区,no,250000.0,1.0,0.25,834.948,0.0,4568.74,0.0,0,3339.792,0.0,0.018275,0.0,0.0,no,no
SZ500_0041_0086,光明区,no,250000.0,1.0,0.25,849.932,0.0,14547.031,0.0,0,3399.728,0.0,0.058188,0.0,0.0,no,no
SZ500_0041_0087,光明区,no,250000.0,1.0,0.25,1888.252,815.997,25429.591,2866.795,12,7553.008,3263.988,0.101718,0.011467,48.0,no,no
SZ500_0041_0088,光明区,no,250000.0,1.0,0.25,2542.764,738.273,0.0,7589.436,5,10171.056,2953.092,0.0,0.030358,20.0,no,no
SZ500_0041_0089,光明区,no,250000.0,1.0,0.25,2179.131,0.0,0.0,8124.846,4,8716.524,0.0,0.0,0.032499,16.0,no,no
SZ500_0041_0090,光明区,no,250000.0,1.0,0.25,2140.051,0.0,0.0,896.866,4,8560.204,0.0,0.0,0.003587,16.0,no,no
SZ500_0041_0091,光明区,no,250000.0,1.0,0.25,3770.034,0.0,38839.486,32689.136,10,15080.136,0.0,0.155358,0.130757,40.0,no,no
SZ500_0041_0092,光明区,no,250000.0,1.0,0.25,1096.246,0.0,76867.114,6905.273,3,4384.984,0.0,0.307468,0.027621,12.0,no,no
SZ500_0041_0093,光明区,no,249954.207,0.999817,0.24995420699999998,560.659,0.0,5994.789,0.0,0,2243.046863,0.0,0.023984,0.0,0.0,no,no
SZ500_0041_0094,光明区,no,167700.15,0.670801,0.16770015,490.669,0.0,0.0,0.0,0,2925.870967,0.0,0.0,0.0,0.0,no,no
SZ500_0041_0095,光明区,yes,106613.197,0.426453,0.106613197,209.467,0.0,0.0,0.0,0,1964.738005,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0020,南山区,yes,48254.278,0.193017,0.048254278,277.429,0.0,0.0,0.0,0,5749.314082,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0021,南山区,no,181734.306,0.726937,0.181734306,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0022,南山区,no,247682.72,0.990731,0.24768272,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0023,南山区,no,250000.0,1.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0024,南山区,no,250000.0,1.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0025,南山区,no,250000.0,1.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0042_0026,南山区,no,250000.0,1.0,0.25,0.0,0.0,36557.017,0.0,0,0.0,0.0,0.146228,0.0,0.0,no,no
SZ500_0042_0027,南山区,no,250000.0,1.0,0.25,0.0,0.0,2784.485,0.0,0,0.0,0.0,0.011138,0.0,0.0,no,no
SZ500_0042_0028,南山区,no,250000.0,1.0,0.25,0.0,0.0,41034.895,0.0,0,0.0,0.0,0.16414,0.0,0.0,no,no
SZ500_0042_0029,南山区,no,250000.0,1.0,0.25,2678.372,3521.69,198242.94,76.135,1,10713.488,14086.76,0.792972,0.000305,4.0,no,no
SZ500_0042_0030,南山区,no,250000.0,1.0,0.25,0.0,2783.464,211289.31,0.0,0,0.0,11133.856,0.845157,0.0,0.0,no,no
SZ500_0042_0031,南山区,no,250000.0,1.0,0.25,119.38,3116.761,172643.638,0.0,0,477.52,12467.044,0.690575,0.0,0.0,no,no
SZ500_0042_0032,南山区,no,250000.0,1.0,0.25,4745.662,3720.522,188426.951,4772.702,4,18982.648,14882.088,0.753708,0.019091,16.0,no,no
SZ500_0042_0033,南山区,no,250000.0,1.0,0.25,8775.063,2567.185,152112.593,28748.191,13,35100.252,10268.74,0.60845,0.114993,52.0,no,no
SZ500_0042_0034,南山区,no,250000.0,1.0,0.25,4994.621,3753.188,112105.234,50079.008,29,19978.484,15012.752,0.448421,0.200316,116.0,no,no
SZ500_0042_0035,南山区,no,250000.0,1.0,0.25,5582.282,1966.713,248806.556,26480.506,32,22329.128,7866.852,0.995226,0.105922,128.0,no,no
SZ500_0042_0036,南山区,no,250000.0,1.0,0.25,6490.905,3242.323,209923.747,19211.1,26,25963.62,12969.292,0.839695,0.076844,104.0,no,no
SZ500_0042_0037,南山区,no,250000.0,1.0,0.25,3408.447,4463.46,498366.097,10146.262,15,13633.788,17853.84,1.993464,0.040585,60.0,no,no
SZ500_0042_0038,南山区,no,250000.0,1.0,0.25,7305.274,2687.789,235270.984,17586.431,15,29221.096,10751.156,0.941084,0.070346,60.0,no,no
SZ500_0042_0039,南山区,no,250000.0,1.0,0.25,3652.447,2496.021,186712.97,0.0,0,14609.788,9984.084,0.746852,0.0,0.0,no,no
SZ500_0042_0040,南山区,no,250000.0,1.0,0.25,5220.607,452.357,20446.739,52768.408,111,20882.428,1809.428,0.081787,0.211074,444.0,no,no
SZ500_0042_0041,南山区,no,250000.0,1.0,0.25,1481.681,175.87,84511.528,35769.298,48,5926.724,703.48,0.338046,0.143077,192.0,no,no
SZ500_0042_0042,南山区,no,250000.0,1.0,0.25,3135.337,2648.091,155250.046,16163.493,24,12541.348,10592.364,0.621,0.064654,96.0,no,no
SZ500_0042_0043,南山区,no,250000.0,1.0,0.25,2097.991,3604.374,255298.172,19931.595,24,8391.964,14417.496,1.021193,0.079726,96.0,no,no
SZ500_0042_0044,南山区,no,250000.0,1.0,0.25,2251.038,1536.386,144787.467,12405.451,28,9004.152,6145.544,0.57915,0.049622,112.0,no,no
SZ500_0042_0045,南山区,no,250000.0,1.0,0.25,3550.573,1441.515,161904.445,12476.692,32,14202.292,5766.06,0.647618,0.049907,128.0,no,no
SZ500_0042_0046,南山区,no,250000.0,1.0,0.25,1039.281,2429.925,218865.039,9777.183,11,4157.124,9719.7,0.87546,0.039109,44.0,no,no
SZ500_0042_0047,南山区,no,250000.0,1.0,0.25,359.403,417.249,211862.328,73.437,1,1437.612,1668.996,0.847449,0.000294,4.0,no,no
SZ500_0042_0048,南山区,no,250000.0,1.0,0.25,1158.12,0.0,24866.607,0.0,0,4632.48,0.0,0.099466,0.0,0.0,no,no
SZ500_0042_0049,南山区,no,250000.0,1.0,0.25,808.729,0.0,15899.091,0.0,0,3234.916,0.0,0.063596,0.0,0.0,no,no
SZ500_0042_0050,南山区,no,250000.0,1.0,0.25,845.632,172.679,0.0,0.0,0,3382.528,690.716,0.0,0.0,0.0,no,no
SZ500_0042_0051,南山区,no,250000.0,1.0,0.25,774.635,546.375,21228.037,0.0,0,3098.54,2185.5,0.084912,0.0,0.0,no,no
SZ500_0042_0052,南山区,no,250000.0,1.0,0.25,215.28,1892.939,66128.791,842.715,4,861.12,7571.756,0.264515,0.003371,16.0,no,no
SZ500_0042_0053,南山区,no,250000.0,1.0,0.25,1349.43,1766.856,230220.933,621.923,4,5397.72,7067.424,0.920884,0.002488,16.0,no,no
SZ500_0042_0054,南山区,no,250000.0,1.0,0.25,0.0,943.62,250000.0,0.0,0,0.0,3774.48,1.0,0.0,0.0,no,no
SZ500_0042_0055,南山区,no,250000.0,1.0,0.25,0.0,1610.324,250000.0,0.0,0,0.0,6441.296,1.0,0.0,0.0,no,no
SZ500_0042_0056,南山区,no,250000.0,1.0,0.25,0.0,852.368,250000.0,0.0,0,0.0,3409.472,1.0,0.0,0.0,no,no
SZ500_0042_0057,南山区,no,250000.0,1.0,0.25,0.0,613.684,250000.0,0.0,0,0.0,2454.736,1.0,0.0,0.0,no,no
SZ500_0042_0058,宝安区,no,250000.0,1.0,0.25,356.161,1548.657,250000.0,37.749,1,1424.644,6194.628,1.0,0.000151,4.0,no,no
SZ500_0042_0059,宝安区,no,250000.0,1.0,0.25,784.541,951.742,250000.0,0.0,0,3138.164,3806.968,1.0,0.0,0.0,no,no
SZ500_0042_0060,宝安区,no,250000.0,1.0,0.25,0.0,734.546,250000.0,0.0,0,0.0,2938.184,1.0,0.0,0.0,no,no
SZ500_0042_0061,宝安区,no,250000.0,1.0,0.25,0.0,0.0,250000.0,0.0,0,0.0,0.0,1.0,0.0,0.0,no,no
SZ500_0042_0062,宝安区,no,250000.0,1.0,0.25,0.0,0.0,247904.555,0.0,0,0.0,0.0,0.991618,0.0,0.0,no,no
SZ500_0042_0063,宝安区,no,250000.0,1.0,0.25,0.0,0.0,250000.0,0.0,0,0.0,0.0,1.0,0.0,0.0,no,no
SZ500_0042_0064,宝安区,no,250000.0,1.0,0.25,624.756,0.0,210213.596,0.0,0,2499.024,0.0,0.840854,0.0,0.0,no,no
SZ500_0042_0065,宝安区,no,250000.0,1.0,0.25,2579.017,1426.654,48720.12,5973.583,55,10316.068,5706.616,0.19488,0.023894,220.0,no,no
SZ500_0042_0066,宝安区,no,250000.0,1.0,0.25,646.02,277.824,0.0,0.0,0,2584.08,1111.296,0.0,0.0,0.0,no,no
SZ500_0042_0067,宝安区,no,250000.0,1.0,0.25,1004.847,203.876,0.0,0.0,0,4019.388,815.504,0.0,0.0,0.0,no,no
SZ500_0042_0068,宝安区,no,250000.0,1.0,0.25,1471.737,0.0,0.0,363.995,2,5886.948,0.0,0.0,0.001456,8.0,no,no
SZ500_0042_0069,宝安区,no,250000.0,1.0,0.25,3534.207,345.994,767.85,26992.845,24,14136.828,1383.976,0.003071,0.107971,96.0,no,no
SZ500_0042_0070,宝安区,no,250000.0,1.0,0.25,5052.021,428.678,0.0,6404.367,7,20208.084,1714.712,0.0,0.025617,28.0,no,no
SZ500_0042_0071,宝安区,no,250000.0,1.0,0.25,1376.662,0.0,36105.221,0.0,0,5506.648,0.0,0.144421,0.0,0.0,no,no
SZ500_0042_0072,宝安区,no,250000.0,1.0,0.25,728.682,0.0,248662.593,0.0,0,2914.728,0.0,0.99465,0.0,0.0,no,no
SZ500_0042_0073,光明区,no,250000.0,1.0,0.25,0.0,0.0,250000.0,0.0,0,0.0,0.0,1.0,0.0,0.0,no,no
SZ500_0042_0074,光明区,no,250000.0,1.0,0.25,0.0,0.0,231812.57,0.0,0,0.0,0.0,0.92725,0.0,0.0,no,no
SZ500_0042_0075,光明区,no,250000.0,1.0,0.25,2446.072,0.0,454.222,0.0,0,9784.288,0.0,0.001817,0.0,0.0,no,no
SZ500_0042_0076,光明区,no,250000.0,1.0,0.25,2515.47,3188.286,245181.637,441.62,2,10061.88,12753.144,0.980727,0.001766,8.0,no,no
SZ500_0042_0077,光明区,no,250000.0,1.0,0.25,818.792,23.164,109436.425,7712.15,5,3275.168,92.656,0.437746,0.030849,20.0,no,no
SZ500_0042_0078,光明区,no,250000.0,1.0,0.25,19.834,958.316,544007.841,0.0,0,79.336,3833.264,2.176031,0.0,0.0,no,no
SZ500_0042_0079,光明区,no,250000.0,1.0,0.25,863.41,1131.392,540503.548,87.537,1,3453.64,4525.568,2.162014,0.00035,4.0,no,no
SZ500_0042_0080,光明区,no,250000.0,1.0,0.25,921.239,0.0,379874.574,6038.206,2,3684.956,0.0,1.519498,0.024153,8.0,no,no
SZ500_0042_0081,光明区,no,250000.0,1.0,0.25,847.258,1918.218,182119.326,64.501,1,3389.032,7672.872,0.728477,0.000258,4.0,no,no
SZ500_0042_0082,光明区,no,250000.0,1.0,0.25,1053.393,2267.15,7662.166,17764.54,16,4213.572,9068.6,0.030649,0.071058,64.0,no,no
SZ500_0042_0083,光明区,no,250000.0,1.0,0.25,1159.686,1090.417,6329.904,0.0,0,4638.744,4361.668,0.02532,0.0,0.0,no,no
SZ500_0042_0084,光明区,no,250000.0,1.0,0.25,0.0,0.0,12623.262,0.0,0,0.0,0.0,0.050493,0.0,0.0,no,no
SZ500_0042_0085,光明区,no,250000.0,1.0,0.25,967.815,72.244,10412.159,0.0,0,3871.26,288.976,0.041649,0.0,0.0,no,no
SZ500_0042_0086,光明区,no,250000.0,1.0,0.25,1552.709,136.517,2918.375,0.0,0,6210.836,546.068,0.011674,0.0,0.0,no,no
SZ500_0042_0087,光明区,no,250000.0,1.0,0.25,1043.818,2066.627,14397.627,33.616,1,4175.272,8266.508,0.057591,0.000134,4.0,no,no
SZ500_0042_0088,光明区,no,250000.0,1.0,0.25,2672.448,1197.664,1710.607,4242.031,3,10689.792,4790.656,0.006842,0.016968,12.0,no,no
SZ500_0042_0089,光明区,no,250000.0,1.0,0.25,3477.194,2584.303,2802.69,0.0,0,13908.776,10337.212,0.011211,0.0,0.0,no,no
SZ500_0042_0090,光明区,no,250000.0,1.0,0.25,2801.065,147.707,1960.082,21367.227,20,11204.26,590.828,0.00784,0.085469,80.0,no,no
SZ500_0042_0091,光明区,no,250000.0,1.0,0.25,5402.137,579.187,14850.216,30275.665,34,21608.548,2316.748,0.059401,0.121103,136.0,no,no
SZ500_0042_0092,光明区,no,250000.0,1.0,0.25,2599.255,131.399,53676.531,15970.559,9,10397.02,525.596,0.214706,0.063882,36.0,no,no
SZ500_0042_0093,光明区,no,225898.385,0.903594,0.225898385,1061.042,0.0,0.0,10235.901,1,4696.987984,0.0,0.0,0.045312,4.426769,no,no
SZ500_0042_0094,光明区,yes,4104.73,0.016419,0.004104729999999999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0021,南山区,yes,5764.882,0.02306,0.005764882,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0022,南山区,yes,20728.517,0.082914,0.020728517,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0023,南山区,yes,71636.589,0.286546,0.071636589,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0024,南山区,no,129240.31,0.516961,0.12924031,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0025,南山区,no,225867.785,0.903471,0.22586778500000002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0026,南山区,no,250000.0,1.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0027,南山区,no,250000.0,1.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0028,南山区,no,250000.0,1.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,no,no
SZ500_0043_0029,南山区,no,250000.0,1.0,0.25,4463.59,3087.67,222903.574,1234.694,2,17854.36,12350.68,0.891614,0.004939,8.0,no,no
SZ500_0043_0030,南山区,no,250000.0,1.0,0.25,2194.759,2610.893,76434.156,10537.524,10,8779.036,10443.572,0.305737,0.04215,40.0,no,no
SZ500_0043_0031,南山区,no,250000.0,1.0,0.25,2303.58,2321.178,63092.067,10559.877,11,9214.32,9284.712,0.252368,0.04224,44.0,no,no
SZ500_0043_0032,南山区,no,250000.0,1.0,0.25,4272.436,2098.809,85618.525,15038.83,7,17089.744,8395.236,0.342474,0.060155,28.0,no,no
SZ500_0043_0033,南山区,no,250000.0,1.0,0.25,2918.229,1181.617,103548.52,0.0,0,11672.916,4726.468,0.414194,0.0,0.0,no,no
SZ500_0043_0034,南山区,no,250000.0,1.0,0.25,2207.03,1802.212,172240.799,542.938,7,8828.12,7208.848,0.688963,0.002172,28.0,no,no
SZ500_0043_0035,南山区,no,250000.0,1.0,0.25,956.48,2116.748,200342.503,6984.972,10,3825.92,8466.992,0.80137,0.02794,40.0,no,no
SZ500_0043_0036,南山区,no,250000.0,1.0,0.25,2473.449,1274.011,93496.702,0.0,0,9893.796,5096.044,0.373987,0.0,0.0,no,no
SZ500_0043_0037,南山区,no,250000.0,1.0,0.25,2876.616,4563.635,671631.309,42778.678,13,11506.464,18254.54,2.686525,0.171115,52.0,no,no
SZ500_0043_0038,南山区,no,250000.0,1.0,0.25,5560.442,734.073,105726.94,68.815,2,22241.768,2936.292,0.422908,0.000275,8.0,no,no
SZ500_0043_0039,南山区,no,250000.0,1.0,0.25,2737.113,0.0,39823.659,0.0,0,10948.452,0.0,0.159295,0.0,0.0,no,no
SZ500_0043_0040,南山区,no,250000.0,1.0,0.25,3104.849,107.98,1153.778,40299.305,122,12419.396,431.92,0.004615,0.161197,488.0,no,no
SZ500_0043_0041,南山区,no,250000.0,1.0,0.25,0.0,747.304,233939.252,0.0,0,0.0,2989.216,0.935757,0.0,0.0,no,no
SZ500_0043_0042,南山区,no,250000.0,1.0,0.25,615.73,151.504,184070.169,5295.83,4,2462.92,606.016,0.736281,0.021183,16.0,no,no
SZ500_0043_0043,南山区,no,250000.0,1.0,0.25,5396.559,697.118,9724.019,50687.447,21,21586.236,2788.472,0.038896,0.20275,84.0,no,no
SZ500_0043_0044,南山区,no,250000.0,1.0,0.25,5246.468,3163.318,107641.441,34695.153,26,20985.872,12653.272,0.430566,0.138781,104.0,no,no
SZ500_0043_0045,南山区,no,250000.0,1.0,0.25,6110.992,967.363,28350.817,31798.988,66,24443.968,3869.452,0.113403,0.127196,264.0,no,no
SZ500_0043_0046,南山区,no,250000.0,1.0,0.25,4923.201,926.221,104031.536,30677.428,98,19692.804,3704.884,0.416126,0.12271,392.0,no,no
SZ500_0043_0047,南山区,no,250000.0,1.0,0.25,468.834,1321.383,346195.316,0.0,0,1875.336,5285.532,1.384781,0.0,0.0,no,no
SZ500_0043_0048,南山区,no,250000.0,1.0,0.25,0.0,0.0,249971.545,0.0,0,0.0,0.0,0.999886,0.0,0.0,no,no
SZ500_0043_0049,南山区,no,250000.0,1.0,0.25,0.0,100.446,236240.285,0.0,0,0.0,401.784,0.944961,0.0,0.0,no,no
SZ500_0043_0050,南山区,no,250000.0,1.0,0.25,237.028,515.059,175968.945,0.0,0,948.112,2060.236,0.703876,0.0,0.0,no,no
SZ500_0043_0051,南山区,no,250000.0,1.0,0.25,2546.637,0.0,133343.042,172.964,2,10186.548,0.0,0.533372,0.000692,8.0,no,no
SZ500_0043_0052,南山区,no,250000.0,1.0,0.25,694.253,2903.267,295648.376,1628.907,9,2777.012,11613.068,1.182594,0.006516,36.0,no,no
SZ500_0043_0053,南山区,no,250000.0,1.0,0.25,2216.245,934.228,184981.121,622.813,6,8864.98,3736.912,0.739924,0.002491,24.0,no,no
SZ500_0043_0054,南山区,no,250000.0,1.0,0.25,0.0,530.633,250000.0,0.0,0,0.0,2122.532,1.0,0.0,0.0,no,no
SZ500_0043_0055,南山区,no,250000.0,1.0,0.25,0.0,930.176,250000.0,0.0,0,0.0,3720.704,1.0,0.0,0.0,no,no
SZ500_0043_0056,南山区,no,250000.0,1.0,0.25,0.0,564.01,250000.0,0.0,0,0.0,2256.04,1.0,0.0,0.0,no,no
SZ500_0043_0057,南山区,no,250000.0,1.0,0.25,0.0,257.836,250000.0,0.0,0,0.0,1031.344,1.0,0.0,0.0,no,no
SZ500_0043_0058,宝安区,no,250000.0,1.0,0.25,0.0,1061.871,250000.0,0.0,0,0.0,4247.484,1.0,0.0,0.0,no,no
SZ500_0043_0059,宝安区,no,250000.0,1.0,0.25,0.0,675.385,250000.0,0.0,0,0.0,2701.54,1.0,0.0,0.0,no,no
SZ500_0043_0060,宝安区,no,250000.0,1.0,0.25,0.0,1095.88,250000.0,0.0,0,0.0,4383.52,1.0,0.0,0.0,no,no
SZ500_0043_0061,宝安区,no,250000.0,1.0,0.25,0.0,592.972,250000.0,0.0,0,0.0,2371.888,1.0,0.0,0.0,no,no
SZ500_0043_0062,宝安区,no,250000.0,1.0,0.25,0.0,571.751,250000.0,0.0,0,0.0,2287.004,1.0,0.0,0.0,no,no
SZ500_0043_0063,宝安区,no,250000.0,1.0,0.25,0.0,597.901,120564.293,0.0,0,0.0,2391.604,0.482257,0.0,0.0,no,no
SZ500_0043_0064,宝安区,no,250000.0,1.0,0.25,774.715,0.0,123699.219,269.049,3,3098.86,0.0,0.494797,0.001076,12.0,no,no
SZ500_0043_0065,宝安区,no,250000.0,1.0,0.25,2943.232,1396.718,50257.362,0.0,0,11772.928,5586.872,0.201029,0.0,0.0,no,no
SZ500_0043_0066,宝安区,no,250000.0,1.0,0.25,1055.501,273.957,0.0,26431.554,12,4222.004,1095.828,0.0,0.105726,48.0,no,no
SZ500_0043_0067,宝安区,no,250000.0,1.0,0.25,3722.811,0.0,0.0,22107.257,9,14891.244,0.0,0.0,0.088429,36.0,no,no
SZ500_0043_0068,宝安区,no,250000.0,1.0,0.25,4318.415,0.0,0.0,6358.831,4,17273.66,0.0,0.0,0.025435,16.0,no,no
