grid_id,district_name,edge_cell,grid_emergence_type,emergence_index,suppression_index,is_suppressed_frontier,has_positive_rule,has_primary_positive_rule,pred_is_suppressed_frontier_v6,pred_has_positive_rule_v6,pred_has_primary_positive_rule_v6,pred_suppression_index_v6,pet_ecology_norm,liminal_host_norm,liminal_potential_norm,rule_liminal_exposure_norm,positive_rule_norm,topology_norm,rule_silence_norm,restrictive_norm,valid_area_km2,boundary_share,road_density_m_per_km2,ped_path_density_m_per_km2,public_space_share,building_coverage_share,building_count_per_km2,primary_rule_count,primary_positive_rule_count,primary_restrictive_rule_count,shopping_mall_host_count,hotel_host_count,restaurant_host_count,residential_property_host_count,park_or_recreation_host_count,primary_source_support_class,public_space_share_raw
SZ500_0032_0040,宝安区,no,suppressed_emergence_frontier,0.7314285714285714,0.7428571428571429,1,0,0,0.9997319162790608,9.020100748303271e-10,0.000933162035348596,0.7428119876604214,1.0,0.7142857142857143,1.0,0.0,0.0,1.0,1.0,0.0,0.25,1.0,14835.856,4044.352,0.398949,0.147984,180.0,0.0,0.0,0.0,2.0,1.0,0.0,20.0,2.0,no_primary_rule_signal,0.398949
SZ500_0032_0041,宝安区,no,mixed_or_transitional_zone,0.6732015422270914,0.4575349147676467,0,0,0,0.2299556632605768,0.49295618979868133,0.0012080230461680942,0.4575901829494934,0.591539239703692,1.0,1.0,0.0,0.0,0.8757055511005768,0.0402925714261563,0.0,0.25,1.0,19858.984,12.152,0.029942,0.210622,152.0,0.0,0.0,0.0,5.0,17.0,0.0,35.0,4.0,no_primary_rule_signal,0.029942
SZ500_0032_0042,宝安区,no,mixed_or_transitional_zone,0.6243304544744094,0.3936009499590784,0,1,1,0.08234036167659374,0.9999999262186555,0.999924888590243,0.39363249491461916,0.4120031665302615,1.0,0.9387198213663126,0.0,0.0,1.0,0.0,0.0,0.25,1.0,15079.508,0.0,0.007143,0.030473,64.0,1.0,1.0,1.0,0.0,5.0,0.0,23.0,0.0,positive_rule_supported_by_primary,0.007143
SZ500_0032_0043,宝安区,no,low_pet_city_signal,0.2354529311282748,0.0906296289243973,0,0,0,2.18731844347422e-06,0.0030179751056573383,0.0008725991428165403,0.09065271193000604,0.2879069989494773,0.0,0.4950073467092417,0.0,0.0,0.6573764901475763,0.0170301169582164,0.0,0.25,1.0,15286.836,6265.144,0.374614,0.021208,28.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,no_primary_rule_signal,0.374614
SZ500_0032_0044,宝安区,no,low_pet_city_signal,0.1317432289078601,0.0,0,0,0,1.7322205423062118e-07,0.0005914421629906289,0.0008106922642895492,1.0351646491504884e-05,0.0,0.0,0.4392309565383382,0.0,0.0,0.5268165673095921,0.0,0.0,0.25,1.0,10691.8,4684.756,0.236098,0.056693,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,no_primary_rule_signal,0.236098
SZ500_0032_0045,宝安区,no,low_pet_city_signal,0.1426629471156488,0.0,0,0,0,7.978924562869673e-08,0.0013157523939756278,0.0008383106310417447,2.2782783867747458e-05,0.0,0.0,0.486030148591565,0.0,0.0,0.5517752036916711,0.0,0.0,0.25,1.0,15814.724,2563.92,0.425969,0.001819,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,no_primary_rule_signal,0.425969
SZ500_0032_0046,宝安区,no,low_pet_city_signal,0.1291197451329417,0.0,0,0,0,2.435866637203472e-07,0.00016328233689498424,0.0008341981280175823,2.8735095134319044e-06,0.0,0.0,0.4299510993242646,0.0,0.0,0.5172854725457411,0.0,0.0,0.25,1.0,8255.148,2463.092,0.036076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.036076
SZ500_0032_0047,宝安区,no,low_pet_city_signal,0.053666316139662,0.0,0,0,0,1.972050255181776e-05,2.3794073391175884e-05,0.0008666871778207351,-1.2929872891073724e-05,0.0,0.0,0.0,0.0,0.0,0.5366631613966207,0.0,0.0,0.25,1.0,0.0,0.0,0.261658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.261658
SZ500_0032_0048,宝安区,no,low_pet_city_signal,0.0544566210967567,0.0,0,0,0,1.43526791025727e-05,0.00018017107062248043,0.0009100209649052857,-8.182683747012809e-06,0.0,0.0,0.0,0.0,0.0,0.5445662109675674,0.0,0.0,0.25,1.0,0.0,0.0,0.988697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.988697
SZ500_0032_0049,宝安区,no,low_pet_city_signal,0.1479136721926865,0.0,0,0,0,9.900470921954445e-08,0.00021459760681918466,0.000994310337409245,1.0184553802236596e-05,0.0,0.0,0.518063460902613,0.0,0.0,0.5466224923021618,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0050,宝安区,no,low_pet_city_signal,0.0547051706136499,0.0,0,0,0,1.185527504428089e-05,4.0450284722352236e-05,0.0008943387309641388,-7.782177201404172e-06,0.0,0.0,0.0,0.0,0.0,0.5470517061364996,0.0,0.0,0.25,1.0,79.608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0051,宝安区,no,low_pet_city_signal,0.0547317468486409,0.0,0,0,0,2.3267868595241254e-05,5.212122978667501e-05,0.0008937442610302577,-7.027429238248839e-06,0.0,0.0,0.0,0.0,0.0,0.5473174684864096,0.0,0.0,0.25,1.0,2442.632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.054639
SZ500_0032_0052,宝安区,no,low_pet_city_signal,0.1326571630686897,0.0,0,0,0,4.1915950741567085e-07,5.5079217673612336e-05,0.0009244268950109159,8.95829074189225e-06,0.0,0.0,0.4327657502036758,0.0,0.0,0.5475932803202805,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0053,宝安区,no,low_pet_city_signal,0.1480528859768106,0.0,0,0,0,3.3212278026972325e-07,6.605271892559527e-05,0.0009467862181134674,1.0460200468451197e-05,0.0,0.0,0.5181848004336314,0.0,0.0,0.5477962189875702,0.0,0.0,0.25,1.0,584.52,0.0,0.988916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_primary_rule_signal,0.988916
SZ500_0032_0054,宝安区,no,low_pet_city_signal,0.0547427507892737,0.0,0,0,0,1.464911882258516e-05,0.0001574142490907397,0.0008704212167087533,-6.8305739051449654e-06,0.0,0.0,0.0,0.0,0.0,0.547427507892737,0.0,0.0,0.25,1.0,7229.996,0.0,0.751387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.751387
SZ500_0032_0055,宝安区,no,low_pet_city_signal,0.0545635935772447,0.0,0,0,0,1.5442911294221584e-05,0.0004084521861123645,0.0008018100153162634,-7.167695039195232e-06,0.0,0.0,0.0,0.0,0.0,0.5456359357724475,0.0,0.0,0.25,1.0,11238.228,0.0,0.492473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.492473
SZ500_0032_0056,宝安区,no,low_pet_city_signal,0.054169786950671,0.0,0,0,0,8.723237917224991e-06,0.00017337768157467523,0.0008472707234557924,-9.019686774122682e-06,0.0,0.0,0.0,0.0,0.0,0.54169786950671,0.0,0.0,0.25,1.0,8862.896,48.556,0.369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.369895
SZ500_0032_0057,宝安区,no,low_pet_city_signal,0.1319388400453579,0.0,0,0,0,2.0917922759101996e-07,0.00021141660354444494,0.0008958415488462154,5.923425752826783e-06,0.0,0.0,0.4319479302602816,0.0,0.0,0.5418821259850722,0.0,0.0,0.25,1.0,4592.744,0.0,0.344712,0.031947,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.344712
SZ500_0032_0058,宝安区,no,low_pet_city_signal,0.1471720121219537,0.0,0,0,0,1.2310034544272617e-07,0.00039607473884594867,0.0008019828433256666,3.168478014634046e-05,0.0,0.0,0.5168953696340228,0.0,0.0,0.5413084558782957,0.0,0.0,0.25,1.0,4462.112,0.0,0.020428,0.276435,208.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,no_primary_rule_signal,0.020428
SZ500_0032_0059,宝安区,no,low_pet_city_signal,0.1342180592713383,0.0,0,0,0,2.8055573530314574e-07,0.000370118193473592,0.0008621514003614169,1.109238211798036e-05,0.0,0.0,0.4324340094601981,0.0,0.0,0.5637993756850271,0.0,0.0,0.25,1.0,12064.272,29.756,0.052882,0.064681,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,no_primary_rule_signal,0.052882
SZ500_0032_0060,宝安区,no,low_pet_city_signal,0.203586040521817,0.0895378249190137,0,0,0,1.119391488412847e-06,1.8496694475230444e-06,0.0008566824494122499,0.089530963761693,0.1429768999322266,0.0,0.5817173751682144,0.0,0.0,0.5884338101051496,0.186579019757383,0.0,0.25,1.0,3535.848,0.0,0.0,0.231526,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,no_primary_rule_signal,0.0
SZ500_0032_0061,宝安区,no,low_pet_city_signal,0.1358223676776964,0.0,0,0,0,1.1967562102632303e-07,0.00011880520209481512,0.0008372311525093854,1.9837358153459994e-05,0.0,0.0,0.4486016237971146,0.0,0.0,0.5507407539421583,0.0,0.0,0.25,1.0,8672.564,0.0,0.007064,0.234348,164.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,no_primary_rule_signal,0.007064
SZ500_0032_0062,宝安区,no,low_pet_city_signal,0.1300542113738527,0.0,0,0,0,2.39286757648287e-07,0.00015648362718336748,0.0008694873310591378,8.85518384291517e-06,0.0,0.0,0.4303024721684074,0.0,0.0,0.5259976638353944,0.0,0.0,0.25,1.0,5717.22,760.556,0.073568,0.051287,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,no_primary_rule_signal,0.073568
SZ500_0032_0063,宝安区,no,low_pet_city_signal,0.1876508318943925,0.0,0,0,0,3.245253563362196e-09,0.0005417355892005019,0.0007792506391423867,4.6192112255330486e-05,0.0,0.0,0.7501288413485163,0.0,0.0,0.5262764045165957,0.0,0.0,0.25,1.0,7771.524,10089.336,0.899385,0.132967,220.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,4.0,no_primary_rule_signal,0.899385
SZ500_0032_0064,宝安区,no,low_pet_city_signal,0.1876903456484349,0.0,0,0,0,9.655970810680324e-09,0.0009012641098270048,0.0009721398382912223,1.796344934713867e-05,0.0,0.0,0.7504062316432377,0.0,0.0,0.5261722395265216,0.0,0.0,0.25,1.0,413.956,10001.46,1.0,0.000734,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,2.373244
SZ500_0032_0065,宝安区,no,low_pet_city_signal,0.052955017713263,0.0,0,0,0,9.039015926468375e-06,0.00027050944385035187,0.000866213076249041,-8.297853360664242e-06,0.0,0.0,0.0,0.0,0.0,0.5295501771326304,0.0,0.0,0.25,1.0,2292.644,7365.196,1.0,0.001413,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.410705
SZ500_0032_0066,宝安区,no,low_pet_city_signal,0.1315522618990759,0.0,0,0,0,1.8500013637715282e-07,0.0003281389709411498,0.0009424815017798509,8.161612470206081e-06,0.0,0.0,0.4318855287567126,0.0,0.0,0.5381286672286765,0.0,0.0,0.25,1.0,549.056,2104.432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,1.036897
SZ500_0032_0067,宝安区,no,low_pet_city_signal,0.1899055381241082,0.0,0,0,0,2.024919048888131e-08,3.533248862933721e-05,0.000966397605575775,1.9717155668966257e-05,0.0,0.0,0.7528036676062503,0.0,0.0,0.5440087795498323,0.0,0.0,0.25,1.0,2771.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,1.493364
SZ500_0032_0068,宝安区,no,low_pet_city_signal,0.0546577137000892,0.0,0,0,0,1.3170767580400043e-05,0.00027124501989266584,0.0008756929092561967,-6.879226743458644e-06,0.0,0.0,0.0,0.0,0.0,0.5465771370008922,0.0,0.0,0.25,1.0,2791.028,1038.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.662115
SZ500_0032_0069,宝安区,no,low_pet_city_signal,0.0546209894255694,0.0,0,0,0,1.1032353705605184e-05,7.154320705288088e-05,0.000864998750933346,-7.818744284987522e-06,0.0,0.0,0.0,0.0,0.0,0.546209894255694,0.0,0.0,0.25,1.0,3316.216,239.584,0.86257,0.042458,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.86257
SZ500_0032_0070,光明区,no,low_pet_city_signal,0.0543456991898081,0.0,0,0,0,1.0427517509185812e-05,0.00018918078408775786,0.0011375567181249808,-1.2225288245529264e-05,0.0,0.0,0.0,0.0,0.0,0.543456991898081,0.0,0.0,0.25,1.0,7653.128,2658.108,0.460492,0.026589,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.460492
SZ500_0032_0071,光明区,no,low_pet_city_signal,0.0544524124912012,0.0,0,0,0,5.396243648696015e-06,0.0001508894288803617,0.001169806566943689,-1.0863017570930666e-05,0.0,0.0,0.0,0.0,0.0,0.5445241249120126,0.0,0.0,0.25,1.0,3086.704,2265.176,0.953399,0.002347,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.953399
SZ500_0032_0072,光明区,no,low_pet_city_signal,0.1454361967802374,0.0,0,0,0,6.580232125814684e-08,0.0002905692177931383,0.0011851455593662255,6.047432804481834e-06,0.0,0.0,0.5084729207774175,0.0,0.0,0.5391107104030232,0.0,0.0,0.25,1.0,10553.408,0.0,0.121539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,no_primary_rule_signal,0.121539
SZ500_0032_0073,光明区,no,low_pet_city_signal,0.1848692122600413,0.0,0,0,0,6.0580154444211965e-09,0.0002926593693993396,0.0012441773992171942,3.0232382183720263e-05,0.0,0.0,0.7310844835619463,0.0,0.0,0.5327400521889105,0.0,0.0,0.25,1.0,9527.56,0.0,0.0,0.056029,88.0,0.0,0.0,0.0,3.0,8.0,0.0,7.0,0.0,no_primary_rule_signal,0.0
SZ500_0032_0074,光明区,no,low_pet_city_signal,0.1845144055192308,0.0,0,0,0,9.297274867380598e-09,0.00015689272789899152,0.0011673038380010537,1.2217580967949226e-05,0.0,0.0,0.7304923871747623,0.0,0.0,0.530257758277736,0.0,0.0,0.25,1.0,8064.756,0.0,0.117569,0.118668,88.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,no_primary_rule_signal,0.117569
SZ500_0032_0075,光明区,no,low_pet_city_signal,0.1545424691854042,0.0,0,0,0,2.9414350886844062e-08,0.00030723212739704257,0.0011318136848908348,2.1533706853510415e-05,0.0,0.0,0.5625241171559541,0.0,0.0,0.5328812809733247,0.0,0.0,0.25,1.0,9261.808,0.0,0.151152,0.004723,12.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,no_primary_rule_signal,0.151152
SZ500_0032_0076,光明区,no,low_pet_city_signal,0.2277391562916047,0.1468887534426202,0,0,0,2.4100223949797943e-06,4.400871881450728e-07,0.0011521784339339615,0.14688542878542504,0.1832528238175819,0.0,0.646851475535745,0.0,0.0,0.5999510002624773,0.3676516251893825,0.0,0.25,1.0,10604.888,0.0,0.352301,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,no_primary_rule_signal,0.352301
SZ500_0032_0077,光明区,no,low_pet_city_signal,0.3464238097876463,0.2225593139030008,0,0,0,7.172711979905009e-05,1.9086606231056626e-05,0.0011153396116513829,0.2225316842459587,0.5615579569380823,0.0,0.6571028679075446,0.0,0.0,0.7090906562162531,0.2163677072863045,0.0,0.25,1.0,9328.384,0.0,0.172691,0.04563,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,no_primary_rule_signal,0.172691
SZ500_0032_0078,光明区,no,low_pet_city_signal,0.2106522018973435,0.0148880216915048,0,0,0,5.321263383543648e-09,7.575314228668466e-05,0.0012566536878110266,0.014900661897528686,0.0,0.0,0.86900685540481,0.0,0.0,0.5423096792447769,0.0595520867660193,0.0,0.25,1.0,4066.96,0.0,0.308776,0.05656,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,0.308776
SZ500_0032_0079,光明区,no,low_pet_city_signal,0.1307766205865828,0.0,0,0,0,1.2149689237399403e-07,0.0002797947395639211,0.0011595770569671933,8.304985039120361e-07,0.0,0.0,0.430707100330324,0.0,0.0,0.5324934252712453,0.0,0.0,0.25,1.0,9856.172,0.0,0.0,0.024609,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.0
SZ500_0032_0080,光明区,no,low_pet_city_signal,0.1328836244160204,0.0,0,0,0,1.196350464579279e-07,0.0001669813472772318,0.0012275065544630878,2.5342613628742683e-06,0.0,0.0,0.431491551126184,0.0,0.0,0.5521514521330734,0.0,0.0,0.25,1.0,6077.156,0.0,0.0,0.000965,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.0
SZ500_0032_0081,光明区,no,low_pet_city_signal,0.1932538512322963,0.0744401084575241,0,0,0,5.718422007288559e-08,1.0829601738215234e-06,0.0011536826020672743,0.07445357848136208,0.0,0.0,0.7527022382907529,0.0,0.0,0.5776744833996078,0.2977604338300967,0.0,0.25,1.0,10239.456,0.0,0.068628,0.001375,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,no_primary_rule_signal,0.068628
SZ500_0032_0082,光明区,no,low_pet_city_signal,0.2206832296694002,0.1397438342586551,0,0,0,1.3185749798910591e-06,3.734499841421534e-07,0.0011288864295027844,0.1397383422046538,0.1605787409940524,0.0,0.6488645271491649,0.0,0.0,0.5892556730421591,0.3662808478417576,0.0,0.25,1.0,10725.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,no_primary_rule_signal,0.0
SZ500_0032_0083,光明区,no,low_pet_city_signal,0.1471172396378355,0.0148880216915048,0,0,0,5.304922026769908e-08,0.00013558231585510968,0.0011895398478120223,0.014911865944186226,0.0,0.0,0.5141664556516893,0.0,0.0,0.5456727762053148,0.0595520867660193,0.0,0.25,1.0,11332.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,no_primary_rule_signal,0.0
SZ500_0032_0084,光明区,no,low_pet_city_signal,0.1341480762469982,0.0,0,0,0,7.551975916230642e-08,0.0019978367619022134,0.0011131718609356661,1.2664271653278769e-05,0.0,0.0,0.428648204795802,0.0,0.0,0.5699139938375386,0.0,0.0,0.25,1.0,14141.636,5490.216,0.223498,0.095532,172.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,no_primary_rule_signal,0.223498
SZ500_0032_0085,光明区,no,mixed_or_transitional_zone,0.3508194701380767,0.2181912437835242,0,0,0,6.653960958756225e-06,2.3804932353003797e-05,0.0012034301162353663,0.21818483913941678,0.3337968614250565,0.1428571428571428,0.8537280206005164,0.0,0.0,0.6939959094525362,0.3179230271383149,0.0,0.25,1.0,14623.128,8589.22,0.241941,0.105396,272.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,no_primary_rule_signal,0.241941
SZ500_0032_0086,光明区,no,mixed_or_transitional_zone,0.3161989553949751,0.3605976575070894,0,0,0,0.0008268666626272596,6.649532908043251e-12,0.001058638625365804,0.36058261849069534,0.240087429785536,0.1428571428571428,0.8031431377711861,0.0,0.0,0.7012299597049725,1.0,0.0,0.25,1.0,6073.448,2235.26,0.086222,0.023122,20.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,1.0,no_primary_rule_signal,0.086222
SZ500_0032_0087,光明区,no,mixed_or_transitional_zone,0.3569602982391812,0.1437799149436821,0,0,0,1.998628131385809e-07,0.001039618893587463,0.0011186544336701813,0.14378558967603536,0.1648116426901662,0.2857142857142857,1.0,0.0,0.0,0.6224160971450606,0.0687742599751006,0.0,0.25,1.0,11873.936,9726.448,0.33864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,no_primary_rule_signal,0.33864
SZ500_0032_0088,光明区,no,low_pet_city_signal,0.055655812170213,0.0,0,0,0,4.52095806346594e-06,0.00035882313509423444,0.001086608814987656,-9.210590537891972e-06,0.0,0.0,0.0,0.0,0.0,0.5565581217021301,0.0,0.0,0.25,1.0,13001.608,3633.92,0.348152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.348152
SZ500_0032_0089,光明区,no,low_pet_city_signal,0.1442394690879654,0.0,0,0,0,7.837661285472637e-08,0.00019106789615900993,0.0012480051927329114,3.969416407220705e-06,0.0,0.0,0.5146714411551139,0.0,0.0,0.5159860968004492,0.0,0.0,0.25,1.0,5608.584,0.0,0.965977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_primary_rule_signal,0.965977
SZ500_0032_0090,光明区,no,low_pet_city_signal,0.0534075695971863,0.0,0,0,0,9.923961805385432e-06,0.00010780711915948444,0.0011740043715050728,-1.2486425056301709e-05,0.0,0.0,0.0,0.0,0.0,0.534075695971863,0.0,0.0,0.25,1.0,3289.784,0.0,0.940263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.940263
SZ500_0032_0091,光明区,no,low_pet_city_signal,0.05427264478703,0.0,0,0,0,1.93611921295048e-05,6.172619179805641e-05,0.0012152359520177232,-1.2433400369174508e-05,0.0,0.0,0.0,0.0,0.0,0.5427264478703,0.0,0.0,0.25,1.0,0.0,174.82,0.925879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.925879
SZ500_0032_0092,光明区,no,low_pet_city_signal,0.0545132170885179,0.0,0,0,0,1.0540369551019157e-05,7.133496457385843e-05,0.001219732364462289,-1.1974609128648228e-05,0.0,0.0,0.0,0.0,0.0,0.5451321708851795,0.0,0.0,0.25,1.0,0.0,0.0,0.959716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.959716
SZ500_0032_0093,光明区,no,low_pet_city_signal,0.0546415210521738,0.0,0,0,0,1.0008827701915955e-05,0.00012011976018301814,0.0011944173843066595,-1.1465387877176991e-05,0.0,0.0,0.0,0.0,0.0,0.5464152105217386,0.0,0.0,0.25,1.0,2407.824,93.896,0.881523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.881523
SZ500_0032_0094,光明区,no,low_pet_city_signal,0.0547756883128541,0.0,0,0,0,6.868994679524223e-06,5.457594542017788e-05,0.0012036381338589544,-1.0856574855153123e-05,0.0,0.0,0.0,0.0,0.0,0.547756883128541,0.0,0.0,0.25,1.0,1496.972,900.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.004817
SZ500_0032_0095,光明区,no,low_pet_city_signal,0.054921125951905,0.0,0,0,0,6.06528513042679e-06,0.00015757330289066182,0.0012097344902660678,-1.0251532350985526e-05,0.0,0.0,0.0,0.0,0.0,0.5492112595190506,0.0,0.0,0.25,1.0,1790.236,3403.964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0096,光明区,no,low_pet_city_signal,0.0563791226312402,0.0,0,0,0,9.457103058863275e-06,0.00017117958889668484,0.0012390564777447382,-8.970838080241128e-06,0.0,0.0,0.0,0.0,0.0,0.5637912263124026,0.0,0.0,0.25,1.0,0.0,3103.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0097,光明区,no,low_pet_city_signal,0.0614644239381741,0.0,0,0,0,8.488200372207712e-06,0.008842306780247337,0.00043471786348046984,4.8727710360976784e-05,0.0,0.0,0.0,0.0,0.0,0.6146442393817418,0.0,0.0,0.1332745089999999,0.533098,0.0,4965.49569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0098,宝安区,yes,low_pet_city_signal,0.0714941827015042,0.0,0,0,0,0.0020710942192676053,0.5873164566675866,0.0017788714647925948,0.0001056729106730242,0.0,0.0,0.0,0.0,0.0,0.7149418270150422,0.0,0.0,0.001367958,0.005472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.0
SZ500_0032_0099,宝安区,yes,low_pet_city_signal,0.0015249439855998,0.0,0,0,0,0.0004655663723109529,1.7683530055068016e-07,0.0018563704481300365,-2.0314457519168827e-05,0.0,0.0,0.0,0.0,0.0,0.015249439855998,0.0,0.0,0.0847440969999999,0.338976,0.0,0.0,0.993034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.993034
SZ500_0033_0013,南山区,no,low_pet_city_signal,0.0073179111628965,0.0,0,0,0,2.8222527106521953e-06,1.2860637281912086e-07,0.0002796859042671346,-3.9796689293422616e-05,0.0,0.0,0.0,0.0,0.0,0.0731791116289659,0.0,0.0,0.159042293,0.636169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0033_0014,南山区,no,low_pet_city_signal,0.0805892719695204,0.0,0,0,0,2.0179691208046906e-05,0.03284052391041654,0.0014197643679483734,1.4294692838950906e-05,0.0,0.0,0.0,0.0,0.0,0.8058927196952039,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0033_0015,南山区,no,low_pet_city_signal,0.0665544250851863,0.0,0,0,0,1.0622778400122766e-05,0.0031994034811352098,0.001228496630696241,-3.670299511704389e-06,0.0,0.0,0.0,0.0,0.0,0.6655442508518639,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0033_0016,南山区,no,low_pet_city_signal,0.0588733564210673,0.0,0,0,0,2.2336705298745555e-05,0.0003085598156974592,0.001131023609454015,-1.3502279933935712e-05,0.0,0.0,0.0,0.0,0.0,0.5887335642106736,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
