grid_id,district_name,district_adcode,boundary_share,edge_cell,intersect_area_m2,valid_area_km2,pet_medical_count,pet_retail_count,pet_grooming_count,pet_boarding_count,pet_training_count,pet_core_service_count,pet_service_diversity_count,pet_core_service_density_per_km2
SZ500_0028_0021,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0022,南山区,440305,1.0,no,250000.0,0.25,0,7,0,0,0,7,1,28.0
SZ500_0028_0023,南山区,440305,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0028_0024,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0025,南山区,440305,1.0,no,250000.0,0.25,1,0,0,0,0,1,1,4.0
SZ500_0028_0026,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0027,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0028,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0029,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0030,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0031,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0032,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0033,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0034,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0035,宝安区,440306,1.0,no,250000.0,0.25,9,14,0,0,0,23,2,92.0
SZ500_0028_0036,宝安区,440306,1.0,no,250000.0,0.25,7,13,0,0,0,20,2,80.0
SZ500_0028_0037,宝安区,440306,1.0,no,250000.0,0.25,24,50,0,0,0,74,3,296.0
SZ500_0028_0038,宝安区,440306,1.0,no,250000.0,0.25,14,19,0,0,0,33,3,132.0
SZ500_0028_0039,宝安区,440306,1.0,no,250000.0,0.25,5,1,0,0,0,6,2,24.0
SZ500_0028_0040,宝安区,440306,1.0,no,250000.0,0.25,0,12,0,0,0,12,1,48.0
SZ500_0028_0041,宝安区,440306,1.0,no,250000.0,0.25,32,19,0,0,0,51,3,204.0
SZ500_0028_0042,宝安区,440306,1.0,no,250000.0,0.25,11,16,0,0,0,27,2,108.0
SZ500_0028_0043,宝安区,440306,1.0,no,250000.0,0.25,9,4,0,0,0,13,3,52.0
SZ500_0028_0044,宝安区,440306,1.0,no,250000.0,0.25,1,11,0,0,0,12,2,48.0
SZ500_0028_0045,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0046,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0047,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0048,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0049,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0050,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0051,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0053,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,2,2,1,8.0
SZ500_0028_0066,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0067,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0068,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0069,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0070,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0071,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0072,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0073,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0074,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0075,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0076,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0077,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0078,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0079,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0080,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0081,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0082,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0083,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0084,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0085,光明区,440311,1.0,no,250000.0,0.25,7,4,0,0,0,11,2,44.0
SZ500_0028_0086,光明区,440311,1.0,no,250000.0,0.25,3,19,0,0,0,22,3,88.0
SZ500_0028_0087,光明区,440311,1.0,no,250000.0,0.25,4,19,0,0,0,23,2,92.0
SZ500_0028_0088,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0089,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0090,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0091,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0092,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0093,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0094,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0095,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0096,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0097,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0098,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0099,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0028_0100,宝安区,440306,0.98411,no,246027.579,0.246027579,0,0,0,0,0,0,0,0.0
SZ500_0028_0101,宝安区,440306,0.804006,no,201001.581,0.201001581,0,0,0,0,0,0,0,0.0
SZ500_0028_0102,宝安区,440306,0.747436,no,186858.919,0.18685891899999998,0,0,0,0,0,0,0,0.0
SZ500_0028_0103,宝安区,440306,0.211113,yes,52778.363,0.052778362999999995,0,0,0,0,0,0,0,0.0
SZ500_0028_0104,宝安区,440306,0.006408,yes,1601.901,0.001601901,0,0,0,0,0,0,0,0.0
SZ500_0029_0011,南山区,440305,0.429698,yes,107424.528,0.107424528,0,0,0,0,0,0,0,0.0
SZ500_0029_0012,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0013,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0014,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0015,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0016,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0017,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0018,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0019,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0020,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0021,南山区,440305,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0029_0022,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0023,南山区,440305,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0029_0024,南山区,440305,1.0,no,250000.0,0.25,0,7,0,0,0,7,1,28.0
SZ500_0029_0025,南山区,440305,1.0,no,250000.0,0.25,4,7,2,0,0,13,4,52.0
SZ500_0029_0026,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0027,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0028,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0029,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0030,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0031,南山区,440305,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0029_0032,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0033,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0034,宝安区,440306,1.0,no,250000.0,0.25,3,1,0,0,0,4,2,16.0
SZ500_0029_0035,宝安区,440306,1.0,no,250000.0,0.25,2,12,0,0,0,14,2,56.0
SZ500_0029_0036,宝安区,440306,1.0,no,250000.0,0.25,5,17,0,0,0,22,3,88.0
SZ500_0029_0037,宝安区,440306,1.0,no,250000.0,0.25,8,16,0,0,0,24,2,96.0
SZ500_0029_0038,宝安区,440306,1.0,no,250000.0,0.25,6,9,0,0,0,15,2,60.0
SZ500_0029_0039,宝安区,440306,1.0,no,250000.0,0.25,6,9,4,0,0,19,4,76.0
SZ500_0029_0040,宝安区,440306,1.0,no,250000.0,0.25,11,2,0,0,0,13,3,52.0
SZ500_0029_0041,宝安区,440306,1.0,no,250000.0,0.25,3,6,0,0,0,9,3,36.0
SZ500_0029_0042,宝安区,440306,1.0,no,250000.0,0.25,11,3,1,0,0,15,4,60.0
SZ500_0029_0043,宝安区,440306,1.0,no,250000.0,0.25,0,12,0,0,0,12,1,48.0
SZ500_0029_0044,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,1,1,1,4.0
SZ500_0029_0045,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0046,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0029_0047,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0048,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0049,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0050,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0051,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0053,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0066,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0067,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0068,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0069,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0070,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0071,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0072,光明区,440311,1.0,no,250000.0,0.25,0,2,0,0,0,2,2,8.0
SZ500_0029_0073,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0074,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0075,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0076,光明区,440311,1.0,no,250000.0,0.25,1,0,0,0,0,1,1,4.0
SZ500_0029_0077,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0078,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0079,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0080,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0081,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0082,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0083,光明区,440311,1.0,no,250000.0,0.25,0,7,0,0,0,7,1,28.0
SZ500_0029_0084,光明区,440311,1.0,no,250000.0,0.25,2,0,0,0,0,2,1,8.0
SZ500_0029_0085,光明区,440311,1.0,no,250000.0,0.25,17,2,0,0,1,20,3,80.0
SZ500_0029_0086,光明区,440311,1.0,no,250000.0,0.25,13,7,0,0,0,20,3,80.0
SZ500_0029_0087,光明区,440311,1.0,no,250000.0,0.25,2,1,0,0,0,3,2,12.0
SZ500_0029_0088,光明区,440311,1.0,no,250000.0,0.25,0,3,0,0,0,3,1,12.0
SZ500_0029_0089,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0090,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0091,光明区,440311,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0029_0092,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0093,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0094,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0095,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0096,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0097,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0098,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0099,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0029_0100,宝安区,440306,0.595028,no,148756.896,0.148756896,0,0,0,0,0,0,0,0.0
SZ500_0029_0101,宝安区,440306,0.041935,yes,10483.672,0.010483672000000001,0,0,0,0,0,0,0,0.0
SZ500_0029_0102,宝安区,440306,0.497481,yes,124370.338,0.124370338,0,0,0,0,0,0,0,0.0
SZ500_0029_0103,宝安区,440306,0.005693,yes,1423.286,0.001423286,0,0,0,0,0,0,0,0.0
SZ500_0030_0011,南山区,440305,0.575008,no,143752.021,0.143752021,0,0,0,0,0,0,0,0.0
SZ500_0030_0012,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0013,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0014,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0015,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0016,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0017,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0018,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0019,南山区,440305,1.0,no,250000.0,0.25,0,2,0,0,0,2,2,8.0
SZ500_0030_0020,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0021,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0022,南山区,440305,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0030_0023,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0024,南山区,440305,1.0,no,250000.0,0.25,4,12,0,0,0,16,2,64.0
SZ500_0030_0025,南山区,440305,1.0,no,250000.0,0.25,0,5,0,0,0,5,1,20.0
SZ500_0030_0026,南山区,440305,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0030_0027,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0028,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0029,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0030,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0031,南山区,440305,1.0,no,250000.0,0.25,0,3,0,0,0,3,1,12.0
SZ500_0030_0032,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0033,南山区,440305,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0034,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0035,宝安区,440306,1.0,no,250000.0,0.25,2,1,0,0,0,3,2,12.0
SZ500_0030_0036,宝安区,440306,1.0,no,250000.0,0.25,0,9,0,0,0,9,1,36.0
SZ500_0030_0037,宝安区,440306,1.0,no,250000.0,0.25,4,18,0,0,0,22,3,88.0
SZ500_0030_0038,宝安区,440306,1.0,no,250000.0,0.25,1,4,0,0,0,5,2,20.0
SZ500_0030_0039,宝安区,440306,1.0,no,250000.0,0.25,16,4,0,0,0,20,2,80.0
SZ500_0030_0040,宝安区,440306,1.0,no,250000.0,0.25,0,3,0,0,0,3,1,12.0
SZ500_0030_0041,宝安区,440306,1.0,no,250000.0,0.25,17,13,0,0,0,30,2,120.0
SZ500_0030_0042,宝安区,440306,1.0,no,250000.0,0.25,1,7,0,0,0,8,2,32.0
SZ500_0030_0043,宝安区,440306,1.0,no,250000.0,0.25,0,6,0,0,0,6,1,24.0
SZ500_0030_0044,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0045,宝安区,440306,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0030_0046,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0047,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0048,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0049,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0050,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0051,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0053,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0066,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0067,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0068,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0069,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0070,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0071,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0072,光明区,440311,1.0,no,250000.0,0.25,0,5,0,0,0,5,2,20.0
SZ500_0030_0073,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0074,光明区,440311,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0030_0075,光明区,440311,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0030_0076,光明区,440311,1.0,no,250000.0,0.25,2,0,0,0,3,5,2,20.0
SZ500_0030_0077,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0078,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0079,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0080,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0081,光明区,440311,1.0,no,250000.0,0.25,5,0,0,0,0,5,1,20.0
SZ500_0030_0082,光明区,440311,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0030_0083,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0084,光明区,440311,1.0,no,250000.0,0.25,6,0,0,0,0,6,1,24.0
SZ500_0030_0085,光明区,440311,1.0,no,250000.0,0.25,15,0,0,0,0,15,1,60.0
SZ500_0030_0086,光明区,440311,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0030_0087,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0088,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0089,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0090,光明区,440311,1.0,no,250000.0,0.25,0,3,0,0,0,3,1,12.0
SZ500_0030_0091,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0092,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0093,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0094,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0095,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0096,光明区,440311,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0097,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0030_0098,宝安区,440306,0.933026,no,233256.462,0.233256462,0,0,0,0,0,0,0,0.0
SZ500_0030_0099,宝安区,440306,0.870193,no,217548.204,0.217548204,0,0,0,0,0,0,0,0.0
SZ500_0030_0100,宝安区,440306,0.371004,yes,92751.105,0.092751105,0,0,0,0,0,0,0,0.0
SZ500_0030_0102,宝安区,440306,0.015688,yes,3922.061,0.003922061,0,0,0,0,0,0,0,0.0
